sentence	utterance
On the home shopping network	['early warning system is a type of network', 'web is a synonym of network', 'network is used in the context of computer science', 'computer network is a type of network', 'nest is related to home', 'home is related to house', 'home is related to place', 'home is related to family', 'home is related to living', 'home is related to live', 'home is related to dwelling', 'a supermarket is for shopping', 'a mall is for shopping', 'shopping requires having money', 'The effect of shopping is spending your money', 'market is related to shopping', 'a strip mall is for shopping', 'going to the mall is for shopping', 'a department store is for shopping', 'shopping is for buying things', 'shopping is for buying goods']
No I am upset because crocodin turbs are wearing darker colors.	['shade is related to darker', 'upset is a type of disturbance', 'turnover is a synonym of upset', 'upset is a way to get the better of', 'bewilder is a way to upset', 'inhibit is a way to upset', 'touch a nerve is a synonym of upset']
The liberarche marquee at Caesar's palace	['castle is related to palace', 'marquise is a synonym of marquee', 'marquee is a synonym of pavilion', 'marquee is a type of canopy']
No, she is going to sit here where it's a 112 degrees and eat enchiladas.	['The first thing you do when you attend a lecture is sit', 'chair is related to sit', 'seat is related to sit', 'You can use a folding chair to sit', 'You can use a club chair to sit', 'If you want to diminish your own hunger then you should eat', 'Something you need to do before you eat is find food', 'If you want to sate your hunger then you should eat', 'eat is related to food', 'Sometimes buying a hamburger causes you to eat', 'If you want to have food then you should eat it', 'You would buy a hamburger because you want to eat it', 'plate is related to eat']
No, its because I cannot make any sense of those commercials for obsession.	['make is related to create', 'manufacture is related to make', 'offer is related to make', 'produce is related to make', 'build is related to make', 'polish is related to make', 'One psychoneurosis is obsession', 'obsession is a synonym of compulsion', 'taste is related to sense', 'touch is related to sense', 'smell is related to sense', 'feel is related to sense', 'hear is related to sense']
No, I am depressed becaues Phillis George left the morning news.	['You would hit the bottle because you are depressed', 'depressed is used in the context of biology', 'depressed is a synonym of down in the mouth', 'You would eat ice cream because you are depressed', 'depressed is similar to low', 'depressed is similar to thin', 'thin is similar to depressed', 'low is similar to depressed', 'down is a synonym of depressed', 'morning is related to day', 'morning is related to time', 'morning is related to early', 'morning is related to sunrise', 'morning is related to dawn', 'morning is related to before', 'morning is related to early day', 'news is related to information', '*Something you find on television is news', 'news is related to paper', 'news is related to daily', 'news is related to current', 'news is related to events', 'news is related to tv', 'You would read a newspaper because you want the news']
No Blanche, with a venus fly trap	['Venus is a planet', 'a fly is a insect', 'fly is related to insect', 'a kite can fly', 'Flies can fly', 'pigs do not fly', 'An activity mosquitoes can do is fly', 'A mosquito can fly', 'a bird wants to fly', 'You are likely to find a mouse in a trap']
No Rose, go to the corner and open a stand	['*Something you find in the corner is Dust', 'edge is related to corner', '*Something you find in the corner is a spider web', '*Something you find in the corner is a right angle', 'corner is related to walls', 'You are likely to find a corner shop in a corner', '*Something you find in the corner is a dunce', 'corner is related to angle', 'If you want to walk then you should stand', 'drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go', 'If you want to read the newspaper then you should open it', 'door is related to open', 'wound is related to open', 'a door can open.', 'If you want to read a book then you should open it', 'field is related to open']
Lords of Arabia	['']
No I am worried she might be Phir Resuda's	['be is related to exist', 'being is related to to be', 'apprehensive is a synonym of worried', 'uneasy is similar to worried', 'worried is similar to uneasy', 'worried is a synonym of disquieted']
